MACULA_IDs	MARBLE_IDs
o260100190172	02601001900056
o260100190181	02601001900058
o260100190182	02601001900060
o260100190191	02601001900062
o260100190201	02601001900064
o260100190211 o260100190212	02601001900066
o260100190221	02601001900068
o260100190222	02601001900070
o260100190223 o260100190224	02601001900072
o260100200011	02601002000002
o260100200021	02601002000004
o260100200022	02601002000006
o260100200031	02601002000008
o260100200041	02601002000010
o260100200051	02601002000012
o260100200061	02601002000014
o260100200071	02601002000016
o260100200081	02601002000018
o260100200082	02601002000020
o260100200091	02601002000022
o260100200101	02601002000024
o260100200102	02601002000026
o260100200111	02601002000028
o260100200121	02601002000030
o260100200131	02601002000032
o260100210011	02601002100002
o260100210021	02601002100004
o260100210031	02601002100006
o260100210041	02601002100008
o260100210042	02601002100010
o260100210051	02601002100012
o260100210052	02601002100014
o260100210061	02601002100016
o260100210071	02601002100018
o260100210072	02601002100020
o260100210081	02601002100022
o260100210082	02601002100024
o260100210091	02601002100026
o260100210101	02601002100028
o260100210111	02601002100030
o260100210121 o260100210122	02601002100032
o260100220011	02601002200002
o260100220012	02601002200004
o260100220021 o260100220022	02601002200006
o260100220031	02601002200008
o260100220041	02601002200010
o260100220042	02601002200012
o260100220051	02601002200014
o260100220061	02601002200016
o260100220071	02601002200018
o260100220081	02601002200020
o260100220091	02601002200022
o260100220101 o260100220102	02601002200024
o260100220111	02601002200026
o260100220112 o260100220113	02601002200028
o260100220121	02601002200030
o260100220131	02601002200032
o260100220141	02601002200034
o260100220151 o260100220152	02601002200036
o260100220161	02601002200038
o260110010011	02601100100002
o260110010012	02601100100004
o260110010021 o260110010022	02601100100006
o260110010031	02601100100008
o260110010041	02601100100010
o260110010042	02601100100012
o260110010051 o260110010052	02601100100014
o260110010061	02601100100016
o260110010071	02601100100018
o260110010081	02601100100020
o260110010091	02601100100022
o260110010101	02601100100024
o260110010102	02601100100026
o260110010111	02601100100028
o260110010112	02601100100030
o260110010121 o260110010122	02601100100032
o260110010131	02601100100034
o260110010132	02601100100036
o260110010141	02601100100038
o260110010142	02601100100040
o260110010151	02601100100042
o260110010152	02601100100044
o260110010161	02601100100046
o260110010171	02601100100048
o260110010172	02601100100050
o260110010181	02601100100052
o260110010191	02601100100054
o260110010192	02601100100056
o260110010201	02601100100058
o260110010202 o260110010203	02601100100060
o260110010211	02601100100062
o260110010221	02601100100064
o260110010231	02601100100066
o260110010241	02601100100068
o260110010251	02601100100070
o260110010252	02601100100072
o260110010261	02601100100074
o260110010271	02601100100076
o260110010281	02601100100078
o260110010291	02601100100080
o260110010301	02601100100082
o260110010302	02601100100084
o260110020011	02601100200002
o260110020012	02601100200004
o260110020021 o260110020022	02601100200006
o260110020031	02601100200008
o260110020041	02601100200010
o260110020051	02601100200012
o260110020061	02601100200014
o260110020062	02601100200016
o260110020071	02601100200018
o260110020072	02601100200020
o260110020081	02601100200022
o260110020091	02601100200024
o260110020092	02601100200026
o260110020093	02601100200028
o260110020101	02601100200030
o260110020111	02601100200032
o260110020121	02601100200034
o260110020122	02601100200038
o260110020131	02601100200040
o260110020132	02601100200042
o260110030011	02601100300002
o260110030012	02601100300004
o260110030021	02601100300006
o260110030031	02601100300008
o260110030032	02601100300010
o260110030041	02601100300012
o260110030051	02601100300014
o260110030061	02601100300016
o260110030071	02601100300018
o260110030072	02601100300020
o260110030081	02601100300022
o260110030082	02601100300024
o260110030091	02601100300026
o260110030092	02601100300028
o260110040011 o260110040012	02601100400002
o260110040021	02601100400004
o260110040031 o260110040032	02601100400006
o260110040041	02601100400008
o260110040051	02601100400010
o260110040061	02601100400012
o260110050011	02601100500002
o260110050012	02601100500004
o260110050021 o260110050022	02601100500006
o260110050031	02601100500008
o260110050041	02601100500010
o260110050051	02601100500012
o260110050052	02601100500014
o260110050061 o260110050062	02601100500016
o260110050071	02601100500018
o260110050081	02601100500020
o260110050091	02601100500022
o260110050101	02601100500024
o260110050111	02601100500026
o260110050121	02601100500028
o260110050131	02601100500030
o260110050141	02601100500032
o260110050151	02601100500034
o260110050152	02601100500036
o260110050161 o260110050162	02601100500038
o260110050171	02601100500040
o260110050181 o260110050182	02601100500042
o260110060011	02601100600002
o260110060021 o260110060022	02601100600004
o260110060031	02601100600006
o260110060032	02601100600010
o260110060041	02601100600012
o260110060042	02601100600014
o260110060051	02601100600016
o260110060052	02601100600018
o260110060061 o260110060062	02601100600020
o260110060071	02601100600022
o260110070011 o260110070012	02601100700002
o260110070021	02601100700004
o260110070031	02601100700006
o260110070041 o260110070042	02601100700008
o260110070051	02601100700010
o260110070061 o260110070062	02601100700012
o260110070071	02601100700014
o260110070081	02601100700016
o260110070091	02601100700018
o260110070092 o260110070093	02601100700020
o260110070101	02601100700022
o260110070111	02601100700024
o260110070112	02601100700026
o260110070121	02601100700028
o260110070122	02601100700030
o260110070131	02601100700032
o260110070132	02601100700034
o260110070141	02601100700036
o260110070142 o260110070143	02601100700038
o260110070151	02601100700040
o260110070161	02601100700042
o260110070162 o260110070163	02601100700044
o260110080011	02601100800002
o260110080021	02601100800004
o260110080031	02601100800006
o260110080032	02601100800008
o260110080041	02601100800010
o260110080051 o260110080052	02601100800012
o260110080061	02601100800014
o260110080071 o260110080072	02601100800016
o260110080081	02601100800018
o260110090011	02601100900002
o260110090012	02601100900004
o260110090021 o260110090022	02601100900006
o260110090031	02601100900008
o260110090032 o260110090033	02601100900010
o260110090041	02601100900012
o260110090042	02601100900014
o260110090051 o260110090052	02601100900016
o260110090061	02601100900018
o260110090062	02601100900020
o260110090071	02601100900022
o260110090081	02601100900024
o260110090082	02601100900026
o260110090091 o260110090092	02601100900028
o260110090101	02601100900030
o260110100011	02601101000002
o260110100012	02601101000006
o260110100021	02601101000008
o260110100031	02601101000010
o260110100041	02601101000012
o260110100051	02601101000014
o260110100061	02601101000016
o260110100071 o260110100072	02601101000018
o260110100081	02601101000020
o260110100082	02601101000022
o260110100091	02601101000024
o260110100101	02601101000026
o260110100111	02601101000028
o260110110011	02601101100002
o260110110021	02601101100004
o260110110031	02601101100006
o260110110041 o260110110042	02601101100008
o260110110051	02601101100010
o260110110052	02601101100012
o260110110061	02601101100014
o260110110062	02601101100016
o260110110071	02601101100018
o260110110081	02601101100020
o260110110082 o260110110083	02601101100022
o260110110091	02601101100024
o260110110092	02601101100026
o260110110101	02601101100028
o260110110111	02601101100030
o260110110121	02601101100032
o260110110131	02601101100034
o260110110141 o260110110142	02601101100036
o260110120011	02601101200002
o260110120012	02601101200004
o260110120021	02601101200006
o260110120031	02601101200008
o260110120041	02601101200010
o260110120051	02601101200012
o260110120061	02601101200014
o260110120062 o260110120063	02601101200016
o260110120071	02601101200018
o260110120081	02601101200020
o260110120091	02601101200022
o260110120092 o260110120093	02601101200024
o260110120101	02601101200026
o260110120111	02601101200028
o260110120121	02601101200030
o260110120122	02601101200032
o260110120123	02601101200034
o260110120131	02601101200036
o260110120132	02601101200038
o260110120141	02601101200040
o260110120151 o260110120152	02601101200042
o260110120161	02601101200044
o260110130011	02601101300002
o260110130012	02601101300004
o260110130021	02601101300006
o260110130022 o260110130023	02601101300008
o260110130031	02601101300010
o260110130032	02601101300012
o260110130041	02601101300014
o260110130051	02601101300016
o260110130061	02601101300018
o260110130071	02601101300020
o260110130072	02601101300022
o260110130081	02601101300024
o260110130091 o260110130092	02601101300026
o260110130101	02601101300028
o260110130102	02601101300030
o260110130111	02601101300032
o260110130121	02601101300034
o260110130131	02601101300036
o260110130132	02601101300038
o260110130141	02601101300040
o260110130151 o260110130152	02601101300042
o260110130161	02601101300044
o260110130171	02601101300046
o260110130181	02601101300048
o260110130191	02601101300050
o260110130201	02601101300052
o260110130211	02601101300054
o260110130221	02601101300056
o260110140011	02601101400002
o260110140012	02601101400004
o260110140021	02601101400006
o260110140031	02601101400008
o260110140041 o260110140042	02601101400010
o260110140051	02601101400012
o260110140052	02601101400014
o260110150011	02601101500002
o260110150021	02601101500004
o260110150031 o260110150032	02601101500006
o260110150041 o260110150042	02601101500008
o260110150051	02601101500010
o260110150061 o260110150062	02601101500012
o260110150071	02601101500014
o260110150072	02601101500016
o260110150081	02601101500018
o260110150091	02601101500020
o260110150101 o260110150102	02601101500022
o260110150111	02601101500024
o260110150121	02601101500026
o260110150131 o260110150132	02601101500028
o260110150141	02601101500030
o260110150151	02601101500032
o260110150161	02601101500034
o260110150171	02601101500036
o260110150172	02601101500038
o260110150181	02601101500040
o260110150191 o260110150192	02601101500042
o260110150201	02601101500044
o260110150211	02601101500046
o260110150221	02601101500048
o260110150222	02601101500050
o260110150231	02601101500052
o260110150232	02601101500054
o260110160011 o260110160012	02601101600002
o260110160021	02601101600004
o260110160031	02601101600006
o260110160041	02601101600008
o260110160051 o260110160052	02601101600010
o260110160061	02601101600012
o260110160071	02601101600014
o260110160081 o260110160082	02601101600016
o260110160091	02601101600018
o260110160092	02601101600022
o260110160101	02601101600024
o260110160102	02601101600026
o260110160111 o260110160112	02601101600028
o260110160121	02601101600030
o260110160122	02601101600034
o260110160131	02601101600036
o260110160132	02601101600038
o260110160141 o260110160142	02601101600040
o260110160151	02601101600042
o260110160152	02601101600044
o260110160161	02601101600046
o260110160171	02601101600048
o260110160172	02601101600052
o260110160181	02601101600054
o260110160191	02601101600056
o260110160201	02601101600058
o260110170011 o260110170012	02601101700002
o260110170021	02601101700004
o260110170031	02601101700006
